Year,Primary Type,Description,Location Description,Latitude,Longitude
2011,ASSAULT,SIMPLE,STREET,41.894814486,-87.768223626
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.880012363,-87.657089765
2011,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,41.780386969,-87.688553943
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.793663707,-87.69541049
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.88065308,-87.731810739
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.915450798,-87.678764152
2011,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),41.865646249,-87.704424269
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,COMMERCIAL / BUSINESS OFFICE,41.861161041,-87.627270627
2011,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.880160168,-87.696875353
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.855861742,-87.716339815
2011,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,41.946654355,-87.703610327
2011,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,SIDEWALK,41.880399914,-87.753008553
2011,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.877805859,-87.624307765
2011,THEFT,OVER $500,STREET,41.947295978,-87.651162974
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.765897663,-87.667486379
2011,BATTERY,SIMPLE,SIDEWALK,41.88577687,-87.73134035
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,APARTMENT,41.750340162,-87.600308645
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.936416244,-87.723543102
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.689856828,-87.624149415
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.803376553,-87.733249277
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.791874028,-87.656029442
2011,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,41.914945331,-87.705200717
2011,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,41.896109945,-87.737318484
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.673331635,-87.657599405
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.761641396,-87.604222886
2011,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),41.915864592,-87.656417477
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,41.878317687,-87.711706449
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.814844458,-87.615490575
2011,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,41.797221123,-87.700520515
2011,NARCOTICS,POSS: CRACK,SIDEWALK,41.872893484,-87.694913338
2011,ASSAULT,SIMPLE,SMALL RETAIL STORE,41.90271069,-87.721821512
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,41.774940054,-87.684744445
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.754643562,-87.565076428
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.751848142,-87.557468736
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.766455964,-87.648089576
2011,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,41.88173675,-87.751457809
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.859483486,-87.643848547
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.808695776,-87.604357139
2011,NARCOTICS,POSS: CRACK,SIDEWALK,41.776855857,-87.6847948
2011,CRIMINAL DAMAGE,TO PROPERTY,OTHER,41.909304522,-87.771670424
2011,ROBBERY,STRONGARM - NO WEAPON,STREET,41.787546491,-87.644982919
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.880463691,-87.64896597
2011,ASSAULT,SIMPLE,RESIDENCE,41.67198685,-87.629693199
2011,ASSAULT,SIMPLE,SIDEWALK,41.785209242,-87.711554334
2011,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.881949766,-87.647367397
2011,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,41.750526659,-87.607639568
2011,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),41.954628813,-87.714163892
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.81800112,-87.613855842
2011,NARCOTICS,POSS: CRACK,SIDEWALK,41.964569293,-87.656942729
2011,THEFT,FROM BUILDING,APARTMENT,41.877427291,-87.696946533
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.703439511,-87.629668981
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.893813454,-87.773954803
2011,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.849443633,-87.724703804
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.693993226,-87.663604049
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,41.91043696,-87.728794187
2011,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,41.902023021,-87.773706834
2011,THEFT,ATTEMPT THEFT,RESIDENTIAL YARD (FRONT/BACK),41.736204616,-87.570846987
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.947458031,-87.709068565
2011,THEFT,OVER $500,RESIDENCE,41.789452323,-87.676611643
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.820921301,-87.698137356
2011,ROBBERY,ARMED: HANDGUN,CTA BUS STOP,41.866235211,-87.720473094
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.758090343,-87.633807628
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.85739449,-87.623920252
2011,ROBBERY,STRONGARM - NO WEAPON,SMALL RETAIL STORE,41.885112119,-87.624484053
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.889896392,-87.722582787
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.888473031,-87.752917129
2011,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),41.748182268,-87.650035601
2011,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,41.969086773,-87.655170335
2011,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),41.818630588,-87.685983982
2011,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,41.756786663,-87.653906258
2011,THEFT,$500 AND UNDER,ALLEY,41.711880594,-87.611454901
2011,THEFT,FROM BUILDING,BAR OR TAVERN,41.769045609,-87.586297878
2011,THEFT,OVER $500,SIDEWALK,41.883765812,-87.63091811
2011,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,41.89499875,-87.746419366
2011,ASSAULT,SIMPLE,SIDEWALK,41.896277626,-87.695484887
2011,CRIMINAL TRESPASS,TO STATE SUP LAND,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,41.9764212,-87.904976266
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.795135829,-87.660971539
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.949130788,-87.716459493
2011,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.916272703,-87.79822136
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,41.768280966,-87.633528308
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",41.987362912,-87.702293402
2011,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),41.81072585,-87.613823549
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.698944003,-87.637733588
2011,THEFT,$500 AND UNDER,STREET,41.684358881,-87.666610754
2011,ASSAULT,PRO EMP HANDS NO/MIN INJURY,STREET,41.786012802,-87.663145897
2011,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,41.901354465,-87.720170442
2011,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.90690686,-87.746049479
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.749426478,-87.548002861
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,41.943429699,-87.739627424
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.876440216,-87.749269677
2011,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,41.766482624,-87.629797942
2011,THEFT,OVER $500,STREET,41.78217295,-87.609233417
2011,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,41.844026941,-87.622100808
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.987951293,-87.655323262
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.775422487,-87.69641616
2011,THEFT,FROM BUILDING,DEPARTMENT STORE,41.912149595,-87.736181
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.718961431,-87.63101978
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.874191857,-87.738418071
2011,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,41.728647416,-87.629884862
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.756745864,-87.67088686
2011,CRIMINAL TRESPASS,TO LAND,LAKEFRONT/WATERFRONT/RIVERBANK,41.791160785,-87.579836586
2011,THEFT,$500 AND UNDER,APARTMENT,41.771198557,-87.663992973
2011,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,41.657322719,-87.606582706
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.754823635,-87.551092573
2011,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.855679526,-87.715115554
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.834073456,-87.651045597
2011,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,41.87190612,-87.701965338
2011,ARSON,ATTEMPT ARSON,RESIDENCE,41.688221367,-87.614458
2011,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,SMALL RETAIL STORE,41.767910191,-87.663873198
2011,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.719190268,-87.654020377
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.805913407,-87.673410249
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.763700386,-87.570114668
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.920915732,-87.642430659
2011,THEFT,FROM BUILDING,APARTMENT,41.96403277,-87.676071995
2011,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,41.969080864,-87.655563858
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,CTA TRAIN,41.867428687,-87.626342565
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.849341811,-87.700282365
2011,THEFT,FROM BUILDING,APARTMENT,41.705677782,-87.600944364
2011,THEFT,OVER $500,STREET,41.780084938,-87.594639081
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.806743795,-87.619523999
2011,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),42.018244679,-87.690186314
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.732935374,-87.608900083
2011,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,41.94785701,-87.79608255
2011,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.809763103,-87.590193647
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.89810642,-87.718842458
2011,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),41.806977392,-87.593552632
2011,NARCOTICS,MANU/DELIVER:CRACK,STREET,41.905636408,-87.774674487
2011,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,41.865421448,-87.730044485
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.790326702,-87.615870527
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.722977504,-87.606055807
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.878521855,-87.75118587
2011,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,STREET,41.672063535,-87.62609069
2011,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,STREET,41.872709056,-87.624187857
2011,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,41.865763196,-87.721501887
2011,THEFT,OVER $500,STREET,41.908962044,-87.631597128
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.797641987,-87.731865163
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.868984797,-87.685446831
2011,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,41.765672939,-87.669911636
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.769384861,-87.637255392
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.97096014,-87.77585077
2011,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.693577027,-87.661883819
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.865183214,-87.711617095
2011,BATTERY,AGGRAVATED: HANDGUN,STREET,41.768213543,-87.673617146
2011,NARCOTICS,POSS: CRACK,ALLEY,41.873806023,-87.694680281
2011,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,41.790408191,-87.622356474
2011,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,41.868316374,-87.627445222
2011,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE PORCH/HALLWAY,41.90491521,-87.636703541
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.79980192,-87.7478353
2011,NARCOTICS,POSS: CRACK,STREET,41.785160186,-87.647941777
2011,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),41.722385161,-87.581812836
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,41.775216796,-87.651955716
2011,PROSTITUTION,SOLICIT ON PUBLIC WAY,SIDEWALK,41.677833918,-87.639893736
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),41.883394483,-87.760230548
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.772917294,-87.571592772
2011,THEFT,$500 AND UNDER,PARK PROPERTY,42.019365674,-87.697822256
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.80948399,-87.671073733
2011,ASSAULT,AGGRAVATED: HANDGUN,STREET,41.65960058,-87.596676366
2011,ASSAULT,AGGRAVATED: HANDGUN,"SCHOOL, PUBLIC, GROUNDS",41.738910411,-87.668003394
2011,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.948131367,-87.649510899
2011,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,41.781318258,-87.662366166
2011,THEFT,OVER $500,OTHER,41.820872616,-87.631312393
2011,BATTERY,SIMPLE,SIDEWALK,41.689637352,-87.664912358
2011,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,41.796365197,-87.692651556
2011,THEFT,$500 AND UNDER,ATHLETIC CLUB,41.930049492,-87.685920733
2011,BURGLARY,UNLAWFUL ENTRY,APARTMENT,41.791665432,-87.642657956
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.782137829,-87.665496141
2011,THEFT,FROM BUILDING,RESIDENCE-GARAGE,41.901312514,-87.671106468
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.909091988,-87.693292685
2011,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,APARTMENT,41.857987652,-87.65440722
2011,BATTERY,SIMPLE,APARTMENT,41.97457394,-87.654961348
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.785008345,-87.623835131
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.966513762,-87.719744577
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.902485238,-87.632876591
2011,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,41.879030298,-87.636948032
2011,CRIMINAL DAMAGE,TO VEHICLE,OTHER,41.911677665,-87.764298131
2011,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,41.736259984,-87.628068782
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.773125562,-87.606710347
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.787286841,-87.696060399
2011,CRIMINAL TRESPASS,TO LAND,GAS STATION,41.772972076,-87.644610871
2011,NARCOTICS,POSS: CRACK,APARTMENT,41.856031917,-87.716345521
2011,THEFT,FROM BUILDING,RESIDENCE,41.895857257,-87.680260834
2011,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,41.894002579,-87.633288825
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.709015177,-87.621518087
2011,NARCOTICS,POSS: BARBITUATES,STREET,41.916152223,-87.726528407
2011,THEFT,$500 AND UNDER,STREET,41.749318354,-87.668266062
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,42.018667439,-87.67904621
2011,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,41.761524939,-87.59330523
2011,ASSAULT,SIMPLE,RESIDENCE,41.965581204,-87.72550803
2011,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",41.749460005,-87.72089612
2011,THEFT,$500 AND UNDER,COMMERCIAL / BUSINESS OFFICE,41.939368081,-87.70204275
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.875037344,-87.743789427
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.938150771,-87.650451859
2011,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,SIDEWALK,41.778661804,-87.692164197
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.802509202,-87.684261102
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,GAS STATION,41.749880266,-87.663426578
2011,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,41.871423193,-87.719696562
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,41.974945664,-87.687047571
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,41.816569249,-87.621003344
2011,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,41.871395715,-87.72536577
2011,THEFT,RETAIL THEFT,GROCERY FOOD STORE,41.895893573,-87.677964841
2011,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),41.820265788,-87.614835706
2011,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,41.777881601,-87.605872084
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.655803907,-87.604228544
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.758449844,-87.686743089
2011,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",41.653330429,-87.6015084
2011,THEFT,$500 AND UNDER,SIDEWALK,41.99757188,-87.698911026
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.752017213,-87.735391692
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.875291694,-87.723650826
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.68632222,-87.631316289
2011,THEFT,OVER $500,OTHER,41.776048283,-87.589989078
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,41.737454355,-87.725165124
2011,THEFT,OVER $500,SIDEWALK,41.918578314,-87.636183854
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,41.926861722,-87.757188487
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.722474452,-87.57493617
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.702690074,-87.620723626
2011,THEFT,OVER $500,STREET,41.765194449,-87.64502029
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.779120086,-87.615599494
2011,THEFT,$500 AND UNDER,SIDEWALK,41.887154215,-87.624545946
2011,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,VACANT LOT/LAND,41.677478773,-87.62263808
2011,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,41.912723242,-87.69094916
2011,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,41.88275944,-87.709463721
2011,BATTERY,SIMPLE,APARTMENT,41.855739114,-87.721116575
2011,THEFT,OVER $500,MOVIE HOUSE/THEATER,41.891023035,-87.619141016
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,41.992895473,-87.68851401
2011,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,41.851311967,-87.705240064
2011,ASSAULT,SIMPLE,SIDEWALK,41.918050809,-87.691130885
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, GROUNDS",41.769925563,-87.637267875
2011,ROBBERY,ARMED: OTHER FIREARM,CONVENIENCE STORE,41.898532573,-87.76149836
2011,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, GROUNDS",41.805679886,-87.620548131
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARK PROPERTY,41.732942865,-87.555472437
2011,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,41.866578077,-87.624134464
2011,THEFT,FROM BUILDING,APARTMENT,41.969078381,-87.65560801
2011,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.910090832,-87.708731086
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,41.815930437,-87.619774166
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),41.894928829,-87.755903553
2011,BURGLARY,FORCIBLE ENTRY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,42.000081761,-87.699713867
2011,THEFT,FROM BUILDING,RESIDENCE,41.904656764,-87.707634248
2011,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),41.744234391,-87.663283731
2011,BATTERY,SIMPLE,STREET,41.736148047,-87.585202698
2011,BATTERY,SIMPLE,SIDEWALK,41.803667488,-87.590528166
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.879277168,-87.762797382
2011,BURGLARY,HOME INVASION,RESIDENCE,41.881046662,-87.699374632
2011,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,41.71526432,-87.571493776
2011,THEFT,$500 AND UNDER,STREET,41.701596024,-87.631578627
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,STREET,41.894111697,-87.675893181
2011,THEFT,FROM BUILDING,RESIDENCE-GARAGE,41.947294082,-87.704170127
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.770607788,-87.647579829
2011,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,41.880330064,-87.758216238
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.799744292,-87.747835824
2011,THEFT,$500 AND UNDER,BAR OR TAVERN,41.94584483,-87.655424063
2011,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,41.697042233,-87.631423081
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.918870614,-87.775547465
2011,THEFT,FROM BUILDING,RESIDENCE,41.739068695,-87.717052346
2011,ASSAULT,SIMPLE,OTHER,41.780946398,-87.621995369
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,41.911138549,-87.770728529
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.771709047,-87.651864534
2011,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,41.783024048,-87.647300883
2011,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,41.97759955,-87.906741022
2011,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,41.762397778,-87.664967801
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,41.885419136,-87.70452785
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.922858491,-87.645147232
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.7083258,-87.617453221
2011,BATTERY,SIMPLE,RESIDENCE,41.747792514,-87.650025076
2011,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),41.923976215,-87.766294416
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.896357611,-87.724890331
2011,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,41.769185486,-87.625732415
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.764172027,-87.651665719
2011,BURGLARY,FORCIBLE ENTRY,RESIDENCE,41.801290104,-87.667842613
2011,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,41.797472422,-87.770986647
2011,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),41.735318363,-87.664266722
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.795413511,-87.663407359
2011,THEFT,RETAIL THEFT,DEPARTMENT STORE,41.810693516,-87.683929054
2011,NARCOTICS,POSS: CRACK,STREET,41.881269113,-87.679821857
2011,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,41.784056677,-87.686218215
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.907072136,-87.731331357
2011,BURGLARY,ATTEMPT FORCIBLE ENTRY,RESIDENCE,41.709788803,-87.641696577
2011,BURGLARY,FORCIBLE ENTRY,APARTMENT,41.847381092,-87.719761212
2011,THEFT,ATTEMPT THEFT,"SCHOOL, PUBLIC, BUILDING",41.884856209,-87.763346345
2011,NARCOTICS,POSS: HEROIN(WHITE),PARK PROPERTY,41.861493819,-87.733598253
2011,CRIMINAL DAMAGE,TO PROPERTY,OTHER,41.874669769,-87.683792194
2011,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,41.797171083,-87.75999087
2011,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,41.758571453,-87.561511043
2011,THEFT,$500 AND UNDER,WAREHOUSE,41.975358578,-87.746561059
2011,THEFT,RETAIL THEFT,SMALL RETAIL STORE,41.895140898,-87.624255632
2011,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,RESIDENCE,41.969269226,-87.746569143
2011,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,41.735211613,-87.648476749
2011,THEFT,FROM BUILDING,RESTAURANT,41.939295821,-87.710923442
2011,BATTERY,AGGRAVATED: HANDGUN,STREET,41.736922044,-87.551419766
2011,THEFT,OVER $500,CONSTRUCTION SITE,41.770856634,-87.586265868
2011,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,41.735614192,-87.613325213
2011,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,41.96255693,-87.659596617
2011,THEFT,PURSE-SNATCHING,STREET,41.909436668,-87.760644255
2011,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,41.847898959,-87.725287335
2011,CRIMINAL DAMAGE,TO VEHICLE,STREET,41.906791262,-87.650701672
